checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,24,existing credits paid back duly till now,radio/television,2039,<100 DM,<1 years,1,none,1,savings agreement/life insurance,22,none,own,1,skilled employee / official,1,yes,yes,male,married/widowed,0
no account,24,critical account,car (used),2197,no savings account,4<= <7 years,4,none,4,car or other,43,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,15,existing credits paid back duly till now,radio/television,1053,<100 DM,<1 years,4,none,2,real estate,27,none,own,1,skilled employee / official,1,none,no,male,married/widowed,1
no account,24,existing credits paid back duly till now,radio/television,3235,500 <= < 1000 DM,>=7 years,3,none,2,car or other,26,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
>= 200 DM ,12,critical account,car (new),939,500 <= < 1000 DM,4<= <7 years,4,none,2,real estate,28,none,own,3,skilled employee / official,1,yes,yes,male,married/widowed,0
0 <= <200 DM,24,existing credits paid back duly till now,radio/television,1967,<100 DM,>=7 years,4,none,4,car or other,20,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
no account,33,critical account,car (used),7253,<100 DM,4<= <7 years,3,none,2,car or other,35,none,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,12,critical account,business,2292,<100 DM,unemployed,4,none,2,car or other,42,store,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
no account,10,existing credits paid back duly till now,car (new),1597,500 <= < 1000 DM,1<= < 4 years,3,none,2,unknown / no property,40,none,rent,1,unskilled - resident,2,none,no,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,car (new),1381,no savings account,1<= < 4 years,4,none,2,savings agreement/life insurance,35,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,0
no account,36,critical account,car (used),5842,<100 DM,>=7 years,2,none,2,savings agreement/life insurance,35,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,car (new),2579,<100 DM,<1 years,4,none,1,real estate,33,none,own,1,unskilled - resident,2,none,yes,male,divorced/separated,0
<0 DM,18,delay in paying off,education,8471,no savings account,1<= < 4 years,1,none,2,car or other,23,none,rent,2,skilled employee / official,1,yes,yes,female,divorced/separated,1
no account,21,existing credits paid back duly till now,car (new),2782,500 <= < 1000 DM,4<= <7 years,1,none,2,car or other,31,bank,own,1,management/ highly qualified employee,1,none,yes,female,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,car (new),1042,no savings account,1<= < 4 years,4,none,2,savings agreement/life insurance,33,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,0
no account,15,existing credits paid back duly till now,car (new),3186,>= 1000 DM,4<= <7 years,2,none,3,car or other,20,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,car (used),2028,no savings account,1<= < 4 years,4,none,2,car or other,30,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,12,critical account,car (new),958,<100 DM,4<= <7 years,2,none,3,real estate,47,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,21,delay in paying off,furniture/equipment,1591,100 <= <500 DM,4<= <7 years,4,none,3,real estate,34,none,own,2,management/ highly qualified employee,1,none,yes,male,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,furniture/equipment,2762,no savings account,>=7 years,1,none,2,savings agreement/life insurance,25,bank,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,0
0 <= <200 DM,18,existing credits paid back duly till now,car (used),2779,<100 DM,1<= < 4 years,1,none,3,car or other,21,none,rent,1,skilled employee / official,1,yes,yes,male,married/widowed,1
no account,28,critical account,radio/television,2743,<100 DM,>=7 years,4,none,2,car or other,29,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,18,critical account,radio/television,1149,>= 1000 DM,1<= < 4 years,4,none,3,real estate,46,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,9,existing credits paid back duly till now,furniture/equipment,1313,<100 DM,>=7 years,1,none,4,car or other,20,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,18,critical account,repairs,1190,<100 DM,unemployed,2,none,4,unknown / no property,55,none,for free,3,unemployed/ unskilled  - non-resident,2,none,yes,female,divorced/separated,0
no account,5,existing credits paid back duly till now,business,3448,<100 DM,4<= <7 years,1,none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,others,11328,<100 DM,1<= < 4 years,2,co-applicant,3,car or other,29,bank,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
<0 DM,6,critical account,furniture/equipment,1872,<100 DM,unemployed,4,none,4,unknown / no property,36,none,for free,3,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,24,critical account,repairs,2058,<100 DM,1<= < 4 years,4,none,2,real estate,33,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,9,existing credits paid back duly till now,furniture/equipment,2136,<100 DM,1<= < 4 years,3,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,radio/television,1484,no savings account,1<= < 4 years,2,none,1,real estate,25,none,own,1,skilled employee / official,1,yes,yes,male,married/widowed,0
no account,6,existing credits paid back duly till now,repairs,660,500 <= < 1000 DM,4<= <7 years,2,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,male,married/widowed,1
no account,24,critical account,car (new),1287,>= 1000 DM,>=7 years,4,none,4,real estate,37,none,own,2,skilled employee / official,1,yes,yes,female,divorced/separated,1
<0 DM,42,critical account,repairs,3394,<100 DM,unemployed,4,co-applicant,4,car or other,65,none,own,2,unemployed/ unskilled  - non-resident,1,none,yes,male,divorced/separated,1
>= 200 DM ,12,all credits at this bank paid back duly,business,609,<100 DM,<1 years,4,none,1,real estate,26,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,female,divorced/separated,0
no account,12,existing credits paid back duly till now,car (new),1884,<100 DM,>=7 years,4,none,4,car or other,39,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,furniture/equipment,1620,<100 DM,1<= < 4 years,2,co-applicant,3,savings agreement/life insurance,30,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,20,delay in paying off,others,2629,<100 DM,1<= < 4 years,2,none,3,car or other,29,bank,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,12,existing credits paid back duly till now,education,719,<100 DM,>=7 years,4,none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,male,divorced/separated,0
0 <= <200 DM,48,critical account,furniture/equipment,5096,<100 DM,1<= < 4 years,2,none,3,car or other,30,none,own,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,0
no account,9,critical account,education,1244,no savings account,>=7 years,4,none,4,savings agreement/life insurance,41,none,rent,2,unskilled - resident,1,none,yes,female,divorced/separated,1
<0 DM,36,existing credits paid back duly till now,car (new),1842,<100 DM,<1 years,4,none,4,car or other,34,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,0
0 <= <200 DM,7,existing credits paid back duly till now,radio/television,2576,<100 DM,1<= < 4 years,2,guarantor,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
>= 200 DM ,12,existing credits paid back duly till now,furniture/equipment,1424,no savings account,>=7 years,3,none,4,real estate,55,none,own,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,1
0 <= <200 DM,15,delay in paying off,repairs,1512,>= 1000 DM,1<= < 4 years,3,none,3,savings agreement/life insurance,61,store,own,2,skilled employee / official,1,none,yes,male,married/widowed,0
no account,36,critical account,car (used),11054,no savings account,1<= < 4 years,4,none,2,car or other,30,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,6,existing credits paid back duly till now,radio/television,518,<100 DM,1<= < 4 years,3,none,1,real estate,29,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,12,no credits taken,furniture/equipment,2759,<100 DM,>=7 years,2,none,4,savings agreement/life insurance,34,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,24,existing credits paid back duly till now,car (used),2670,<100 DM,>=7 years,4,none,4,car or other,35,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,car (new),4817,<100 DM,4<= <7 years,2,co-applicant,3,savings agreement/life insurance,31,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,0
no account,24,existing credits paid back duly till now,car (used),2679,<100 DM,<1 years,4,none,1,unknown / no property,29,none,own,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,1
<0 DM,11,critical account,car (new),3905,<100 DM,1<= < 4 years,2,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,car (used),3386,<100 DM,>=7 years,3,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,yes,yes,male,divorced/separated,0
<0 DM,6,existing credits paid back duly till now,domestic appliances,343,<100 DM,<1 years,4,none,1,real estate,27,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,18,existing credits paid back duly till now,radio/television,4594,<100 DM,<1 years,3,none,2,car or other,32,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,36,existing credits paid back duly till now,furniture/equipment,3620,<100 DM,1<= < 4 years,1,guarantor,2,savings agreement/life insurance,37,none,own,1,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,15,existing credits paid back duly till now,car (new),1721,<100 DM,<1 years,2,none,3,real estate,36,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,furniture/equipment,3017,<100 DM,<1 years,3,none,1,real estate,34,none,rent,1,management/ highly qualified employee,1,none,yes,female,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,retraining,754,no savings account,>=7 years,4,none,4,savings agreement/life insurance,38,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,18,existing credits paid back duly till now,business,1950,<100 DM,4<= <7 years,4,none,1,car or other,34,store,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,car (used),2924,<100 DM,1<= < 4 years,3,guarantor,4,unknown / no property,63,bank,own,1,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,24,delay in paying off,radio/television,1659,<100 DM,<1 years,4,none,2,car or other,29,none,rent,1,unskilled - resident,1,yes,yes,female,divorced/separated,0
no account,48,delay in paying off,radio/television,7238,no savings account,>=7 years,3,none,3,car or other,32,bank,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,33,delay in paying off,business,2764,<100 DM,1<= < 4 years,2,none,2,car or other,26,none,own,2,skilled employee / official,1,yes,yes,female,divorced/separated,1
no account,24,delay in paying off,car (used),4679,<100 DM,4<= <7 years,3,none,3,car or other,35,none,own,2,unskilled - resident,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,radio/television,3092,100 <= <500 DM,<1 years,3,none,2,car or other,22,none,rent,1,skilled employee / official,1,yes,yes,male,married/widowed,0
<0 DM,6,existing credits paid back duly till now,education,448,<100 DM,<1 years,4,none,4,savings agreement/life insurance,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,0
<0 DM,9,existing credits paid back duly till now,car (new),654,<100 DM,1<= < 4 years,4,none,3,car or other,28,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated,0
no account,6,existing credits paid back duly till now,retraining,1238,no savings account,unemployed,4,none,4,savings agreement/life insurance,36,none,own,1,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
0 <= <200 DM,18,critical account,radio/television,1245,<100 DM,1<= < 4 years,4,none,2,car or other,33,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,0
